Age,Embarked,Fare,Parch,Pclass,Sex,SibSp,Survived,date,rating,Initial,Name_length,Title,Family_Size,Name_scaled,Title2,Title_train,W_Master,Age_cut1,Age_band,CategoricalAge,FareCut,Fare_scale,Sex_bool,Has_Cabin,IsAlone,Embarkedch,Title2ch
39,0,31.275,5,3,1,1,0,12/13/2009,5,Mrs,57,Mrs,7,3.143193927,Mrs,3,1,3,0,"(32.102, 48.068]",3,31.27,1,0,0,1,3
35,0,8.05,0,3,0,0,0,04/29/2010,5,Mr,31,Mr,1,0.40717863,Mr,1,1,3,0,"(32.102, 48.068]",1,8.05,0,0,1,1,2
24,0,65,2,2,1,1,1,09/26/2014,4,Miss,19,Miss,4,-0.855597661,Miss,2,1,2,0,"(16.136, 32.102]",3,65,1,0,0,1,1
34,0,14.4,1,3,0,1,0,01/26/2002,3,Mr,25,Mr,3,-0.224209516,Mr,1,1,3,0,"(32.102, 48.068]",1,14.4,0,0,0,1,2
26,0,16.1,0,3,1,1,0,06/15/2003,3,Mrs,47,Mrs,2,2.090880351,Mrs,3,1,2,0,"(16.136, 32.102]",2,16.1,1,0,0,1,3
4,0,39,1,2,1,2,1,12/12/2012,3,Miss,27,Miss,4,-0.013746801,Miss,2,1,1,0,"(0.0902, 16.136]",3,39,1,1,0,1,1
26,0,10.5,0,2,0,0,0,01/24/2013,5,Mr,19,Mr,1,-0.855597661,Mr,1,1,2,0,"(16.136, 32.102]",1,10.5,0,0,1,1,2
27,1,14.4542,0,3,0,1,0,02/18/2003,5,Mr,19,Mr,2,-0.855597661,Mr,1,1,2,0,"(16.136, 32.102]",2,14.45,0,0,0,2,2
42,0,52.5542,0,1,0,1,1,06/09/2015,3,Mr,28,Mr,2,0.091484557,Mr,1,1,3,0,"(32.102, 48.068]",3,52.55,0,1,0,1,2
20,1,15.7417,1,3,0,1,1,08/04/2006,3,Mr,16,Mr,3,-1.171291734,Mr,1,1,2,0,"(16.136, 32.102]",2,15.74,0,0,0,2,2
21,0,7.8542,0,3,0,0,0,11/20/2009,2,Mr,27,Mr,1,-0.013746801,Mr,1,1,2,0,"(16.136, 32.102]",0,7.85,0,0,1,1,2
21,0,16.1,0,3,0,0,0,10/26/2005,4,Mr,27,Mr,1,-0.013746801,Mr,1,1,2,0,"(16.136, 32.102]",2,16.1,0,0,1,1,2
61,0,32.3208,0,1,0,0,0,08/11/2014,4,Mr,21,Mr,1,-0.645134946,Mr,1,1,4,0,"(48.068, 64.034]",3,32.32,0,1,1,1,2
57,2,12.35,0,2,0,0,0,01/19/2006,4,Rev,30,Officer,1,0.301947272,Rare,5,1,4,0,"(48.068, 64.034]",1,12.35,0,0,1,3,4
21,0,77.9583,0,1,1,0,1,03/28/2013,4,Miss,29,Miss,1,0.196715914,Miss,2,1,2,0,"(16.136, 32.102]",3,77.96,1,1,1,1,1
26,0,7.8958,0,3,0,0,0,06/17/2010,2,Mr,25,Mr,1,-0.224209516,Mr,1,1,2,0,"(16.136, 32.102]",0,7.9,0,0,1,1,2
80,0,30,0,1,0,0,1,12/11/2009,4,Mr,36,Mr,1,0.933335418,Mr,1,1,5,0,"(64.034, 80.0]",2,30,0,1,1,1,2
51,0,7.0542,0,3,0,0,0,11/24/2011,4,Mr,27,Mr,1,-0.013746801,Mr,1,1,4,0,"(48.068, 64.034]",0,7.05,0,0,1,1,2
32,1,30.5,0,1,0,0,1,09/04/2003,5,Dr,25,Officer,1,-0.224209516,Rare,5,1,3,0,"(16.136, 32.102]",2,30.5,0,1,1,2,4
9,0,27.9,2,3,1,3,0,10/27/2008,4,Miss,18,Miss,6,-0.960829019,Miss,2,1,1,0,"(0.0902, 16.136]",2,27.9,1,0,0,1,1
28,0,13,0,2,1,0,1,05/06/2003,5,Miss,17,Miss,1,-1.066060377,Miss,2,1,2,0,"(16.136, 32.102]",1,13,1,0,1,1,1
32,0,7.925,0,3,0,0,0,12/19/2002,3,Mr,26,Mr,1,-0.118978158,Mr,1,1,3,0,"(16.136, 32.102]",1,7.92,0,0,1,1,2
31,0,26.25,1,2,0,1,0,02/21/2003,3,Mr,19,Mr,3,-0.855597661,Mr,1,1,2,0,"(16.136, 32.102]",2,26.25,0,0,0,1,2
41,0,39.6875,5,3,1,0,0,09/11/2005,5,Mrs,38,Mrs,6,1.143798133,Mrs,3,1,3,0,"(32.102, 48.068]",3,39.69,1,0,0,1,3
20,0,7.8542,0,3,0,0,0,08/03/2011,5,Mr,22,Mr,1,-0.539903589,Mr,1,1,2,0,"(16.136, 32.102]",0,7.85,0,0,1,1,2
24,1,69.3,0,1,1,0,1,01/09/2008,5,Miss,20,Miss,1,-0.750366304,Miss,2,1,2,0,"(16.136, 32.102]",3,69.3,1,1,1,2,1
2,0,27.9,2,3,1,3,0,02/04/2014,3,Miss,29,Miss,6,0.196715914,Miss,2,1,1,0,"(0.0902, 16.136]",2,27.9,1,0,0,1,1
0.75,1,19.2583,1,3,1,2,1,08/23/2009,4,Miss,22,Miss,4,-0.539903589,Miss,2,1,1,0,"(0.0902, 16.136]",2,19.26,1,0,0,2,1
48,1,76.7292,0,1,0,1,1,01/06/2014,5,Mr,25,Mr,2,-0.224209516,Mr,1,1,4,0,"(32.102, 48.068]",3,76.73,0,1,0,2,2
19,0,7.8958,0,3,0,0,0,06/17/2003,5,Mr,17,Mr,1,-1.066060377,Mr,1,1,2,0,"(16.136, 32.102]",0,7.9,0,0,1,1,2
56,1,35.5,0,1,0,0,1,12/14/2011,4,Col,35,Officer,1,0.82810406,Rare,5,1,4,0,"(48.068, 64.034]",3,35.5,0,1,1,2,4
23,0,7.55,0,3,1,0,1,05/27/2015,4,Miss,31,Miss,1,0.40717863,Miss,2,1,2,0,"(16.136, 32.102]",0,7.55,1,0,1,1,1
18,0,23,1,2,1,0,1,05/09/2006,4,Miss,19,Miss,2,-0.855597661,Miss,2,1,2,0,"(16.136, 32.102]",2,23,1,0,0,1,1
21,0,8.4333,0,3,0,0,0,12/02/2015,5,Mr,30,Mr,1,0.301947272,Mr,1,1,2,0,"(16.136, 32.102]",1,8.43,0,0,1,1,2
18,2,6.75,0,3,1,0,0,06/04/2013,4,Miss,28,Miss,1,0.091484557,Miss,2,1,2,0,"(16.136, 32.102]",0,6.75,1,0,1,3,1
24,0,73.5,0,2,0,2,0,07/31/2005,4,Mr,25,Mr,3,-0.224209516,Mr,1,1,2,0,"(16.136, 32.102]",3,73.5,0,0,0,1,2
32,2,15.5,1,3,1,1,0,11/26/2003,4,Mrs,29,Mrs,3,0.196715914,Mrs,3,1,3,0,"(16.136, 32.102]",2,15.5,1,0,0,3,3
23,0,13,0,2,0,0,0,10/03/2011,3,Mr,28,Mr,1,0.091484557,Mr,1,1,2,0,"(16.136, 32.102]",1,13,0,0,1,1,2
58,1,113.275,2,1,0,0,0,01/19/2014,2,Mr,26,Mr,3,-0.118978158,Mr,1,1,4,0,"(48.068, 64.034]",3,113.28,0,1,0,2,2
50,0,133.65,0,1,0,2,1,09/18/2014,5,Dr,29,Officer,3,0.196715914,Rare,5,1,4,0,"(48.068, 64.034]",3,133.65,0,0,0,1,4
40,1,7.225,0,3,0,0,0,07/11/2012,4,Mr,17,Mr,1,-1.066060377,Mr,1,1,3,0,"(32.102, 48.068]",0,7.22,0,0,1,2,2
47,0,25.5875,0,1,0,0,0,10/03/2001,4,Mr,26,Mr,1,-0.118978158,Mr,1,1,3,0,"(32.102, 48.068]",2,25.59,0,1,1,1,2
36,0,7.4958,0,3,0,0,0,11/05/2003,3,Mr,16,Mr,1,-1.171291734,Mr,1,1,3,0,"(32.102, 48.068]",0,7.5,0,0,1,1,2
20,0,7.925,0,3,0,1,1,05/25/2005,3,Mr,27,Mr,2,-0.013746801,Mr,1,1,2,0,"(16.136, 32.102]",1,7.92,0,0,0,1,2
32,0,73.5,0,2,0,2,0,05/25/2013,4,Mr,18,Mr,3,-0.960829019,Mr,1,1,3,0,"(16.136, 32.102]",3,73.5,0,0,0,1,2
25,0,13,0,2,0,0,0,02/25/2012,3,Mr,27,Mr,1,-0.013746801,Mr,1,1,2,0,"(16.136, 32.102]",1,13,0,0,1,1,2
43,0,8.05,0,3,0,0,0,08/12/2002,4,Mr,15,Mr,1,-1.276523092,Mr,1,1,3,0,"(32.102, 48.068]",1,8.05,0,0,1,1,2
40,0,39,1,2,1,1,1,11/09/2001,4,Mrs,61,Mrs,3,3.564119357,Mrs,3,1,3,0,"(32.102, 48.068]",3,39,1,0,0,1,3
31,0,52,0,1,0,1,0,10/15/2013,5,Mr,22,Mr,2,-0.539903589,Mr,1,1,2,0,"(16.136, 32.102]",3,52,0,1,0,1,2
70,0,10.5,0,2,0,0,0,02/14/2011,4,Mr,27,Mr,1,-0.013746801,Mr,1,1,5,0,"(64.034, 80.0]",1,10.5,0,0,1,1,2
31,0,13,0,2,0,0,1,05/04/2011,3,Mr,21,Mr,1,-0.645134946,Mr,1,1,2,0,"(16.136, 32.102]",1,13,0,0,1,1,2
18,0,7.775,0,3,0,0,0,05/14/2012,2,Mr,30,Mr,1,0.301947272,Mr,1,1,2,0,"(16.136, 32.102]",0,7.78,0,0,1,1,2
24.5,0,8.05,0,3,0,0,0,06/17/2014,4,Mr,29,Mr,1,0.196715914,Mr,1,1,2,0,"(16.136, 32.102]",1,8.05,0,0,1,1,2
18,0,9.8417,0,3,1,0,1,06/27/2010,5,Miss,23,Miss,1,-0.434672231,Miss,2,1,2,0,"(16.136, 32.102]",1,9.84,1,0,1,1,1
43,0,46.9,6,3,1,1,0,05/05/2014,3,Mrs,39,Mrs,8,1.24902949,Mrs,3,1,3,0,"(32.102, 48.068]",3,46.9,1,0,0,1,3
36,1,512.3292,1,1,0,0,1,07/29/2003,4,Mr,34,Mr,2,0.722872702,Mr,1,1,3,0,"(32.102, 48.068]",3,512.33,0,1,0,2,2
27,1,76.7292,0,1,0,0,1,11/22/2002,5,Mr,18,Mr,1,-0.960829019,Mr,1,1,2,0,"(16.136, 32.102]",3,76.73,0,1,1,2,2
20,0,9.225,0,3,0,0,0,12/06/2010,2,Mr,27,Mr,1,-0.013746801,Mr,1,1,2,0,"(16.136, 32.102]",1,9.22,0,0,1,1,2
14,0,46.9,2,3,0,5,0,02/28/2003,3,Mr,27,Mr,8,-0.013746801,Mr,1,1,1,0,"(0.0902, 16.136]",3,46.9,0,0,0,1,2
60,0,39,1,2,0,1,0,07/01/2012,3,Mr,33,Mr,3,0.617641345,Mr,1,1,4,0,"(48.068, 64.034]",3,39,0,0,0,1,2
25,1,41.5792,2,2,0,1,0,11/06/2008,5,Mr,38,Mr,4,1.143798133,Mr,1,1,2,0,"(16.136, 32.102]",3,41.58,0,0,0,2,2
14,0,39.6875,1,3,0,4,0,12/24/2012,3,Mr,24,Mr,6,-0.329440873,Mr,1,1,1,0,"(0.0902, 16.136]",3,39.69,0,0,0,1,2
19,0,10.1708,0,3,0,0,0,07/30/2007,5,Mr,17,Mr,1,-1.066060377,Mr,1,1,2,0,"(16.136, 32.102]",1,10.17,0,0,1,1,2
18,0,7.7958,0,3,0,0,0,07/17/2008,5,Mr,31,Mr,1,0.40717863,Mr,1,1,2,0,"(16.136, 32.102]",0,7.8,0,0,1,1,2
15,0,211.3375,1,1,1,0,1,03/29/2007,4,Miss,33,Miss,2,0.617641345,Miss,2,1,1,0,"(0.0902, 16.136]",3,211.34,1,1,0,1,1
31,0,57,0,1,0,1,1,04/19/2004,5,Mr,23,Mr,2,-0.434672231,Mr,1,1,2,0,"(16.136, 32.102]",3,57,0,1,0,1,2
4,1,13.4167,1,3,1,0,1,11/26/2004,3,Miss,18,Miss,2,-0.960829019,Miss,2,1,1,0,"(0.0902, 16.136]",1,13.42,1,0,0,2,1
25,1,7.225,0,3,0,0,0,02/04/2004,4,Mr,16,Mr,1,-1.171291734,Mr,1,1,2,0,"(16.136, 32.102]",0,7.22,0,0,1,2,2
60,0,26.55,0,1,0,0,0,08/30/2001,4,Col,15,Officer,1,-1.276523092,Rare,5,1,4,0,"(48.068, 64.034]",2,26.55,0,0,1,1,4
52,0,13.5,0,2,0,0,0,10/02/2003,3,Mr,26,Mr,1,-0.118978158,Mr,1,1,4,0,"(48.068, 64.034]",1,13.5,0,0,1,1,2
44,0,8.05,0,3,0,0,0,06/21/2010,2,Mr,16,Mr,1,-1.171291734,Mr,1,1,3,0,"(32.102, 48.068]",1,8.05,0,0,1,1,2
49,1,110.8833,1,1,0,1,0,02/11/2002,3,Mr,24,Mr,3,-0.329440873,Mr,1,1,4,0,"(48.068, 64.034]",3,110.88,0,1,0,2,2
42,0,7.65,0,3,0,0,0,08/31/2004,3,Mr,40,Mr,1,1.354260848,Mr,1,1,3,0,"(32.102, 48.068]",0,7.65,0,1,1,1,2
18,1,227.525,0,1,1,1,1,09/26/2005,4,Mrs,49,Mrs,2,2.301343066,Mrs,3,1,2,0,"(16.136, 32.102]",3,227.53,1,1,0,2,3
35,0,26.2875,0,1,0,0,1,09/22/2006,4,Mr,32,Mr,1,0.512409987,Mr,1,1,3,0,"(32.102, 48.068]",2,26.29,0,1,1,1,2
18,1,14.4542,1,3,1,0,0,01/22/2006,3,Miss,21,Miss,2,-0.645134946,Miss,2,1,2,0,"(16.136, 32.102]",2,14.45,1,0,0,2,1
25,2,7.7417,0,3,0,0,0,11/28/2013,5,Mr,21,Mr,1,-0.645134946,Mr,1,1,2,0,"(16.136, 32.102]",0,7.74,0,0,1,3,2
26,0,7.8542,0,3,0,1,0,11/03/2015,4,Mr,23,Mr,2,-0.434672231,Mr,1,1,2,0,"(16.136, 32.102]",0,7.85,0,0,0,1,2
39,0,26,0,2,0,0,0,11/10/2004,3,Mr,46,Mr,1,1.985648993,Mr,1,1,3,0,"(32.102, 48.068]",2,26,0,0,1,1,2
45,0,13.5,0,2,1,0,1,10/31/2003,4,Mrs,29,Mrs,1,0.196715914,Mrs,3,1,3,0,"(32.102, 48.068]",1,13.5,1,0,1,1,3
42,0,26.2875,0,1,0,0,1,09/26/2006,4,Mr,33,Mr,1,0.617641345,Mr,1,1,3,0,"(32.102, 48.068]",2,26.29,0,1,1,1,2
22,0,151.55,0,1,1,0,1,12/14/2007,4,Miss,20,Miss,1,-0.750366304,Miss,2,1,2,0,"(16.136, 32.102]",3,151.55,1,0,1,1,1
24,1,49.5042,0,1,1,0,1,09/09/2008,4,Miss,48,Miss,1,2.196111709,Miss,2,1,2,0,"(16.136, 32.102]",3,49.5,1,1,1,2,1
48,0,52,0,1,0,1,1,08/07/2008,3,Mr,24,Mr,2,-0.329440873,Mr,1,1,4,0,"(32.102, 48.068]",3,52,0,1,0,1,2
29,0,9.4833,0,3,0,0,0,12/13/2005,4,Mr,26,Mr,1,-0.118978158,Mr,1,1,2,0,"(16.136, 32.102]",1,9.48,0,0,1,1,2
52,0,13,0,2,0,0,0,05/26/2015,3,Mr,21,Mr,1,-0.645134946,Mr,1,1,4,0,"(48.068, 64.034]",1,13,0,0,1,1,2
19,0,7.65,0,3,0,0,0,10/19/2005,4,Mr,42,Mr,1,1.564723563,Mr,1,1,2,0,"(16.136, 32.102]",0,7.65,0,1,1,1,2
38,1,227.525,0,1,1,0,1,08/27/2015,4,Miss,29,Miss,1,0.196715914,Miss,2,1,3,0,"(32.102, 48.068]",3,227.53,1,1,1,2,1
27,0,10.5,0,2,1,0,1,06/15/2002,3,Miss,35,Miss,1,0.82810406,Miss,2,1,2,0,"(16.136, 32.102]",1,10.5,1,1,1,1,1
33,0,7.775,0,3,0,0,0,11/28/2015,3,Mr,28,Mr,1,0.091484557,Mr,1,1,3,0,"(32.102, 48.068]",0,7.78,0,0,1,1,2
6,0,33,1,2,1,0,1,04/03/2006,2,Miss,33,Miss,2,0.617641345,Miss,2,1,1,0,"(0.0902, 16.136]",3,33,1,0,0,1,1
17,0,7.0542,0,3,0,1,0,02/04/2008,5,Mr,25,Mr,2,-0.224209516,Mr,1,1,2,0,"(16.136, 32.102]",0,7.05,0,0,0,1,2
34,0,13,0,2,0,0,0,08/04/2014,3,Mr,28,Mr,1,0.091484557,Mr,1,1,3,0,"(32.102, 48.068]",1,13,0,0,1,1,2
50,0,13,0,2,0,0,0,01/18/2004,4,Mr,23,Mr,1,-0.434672231,Mr,1,1,4,0,"(48.068, 64.034]",1,13,0,0,1,1,2
27,0,53.1,0,1,0,1,1,10/14/2006,3,Mr,29,Mr,2,0.196715914,Mr,1,1,2,0,"(16.136, 32.102]",3,53.1,0,1,0,1,2
20,0,8.6625,0,3,0,0,0,09/10/2003,5,Mr,19,Mr,1,-0.855597661,Mr,1,1,2,0,"(16.136, 32.102]",1,8.66,0,0,1,1,2
30,0,21,0,2,1,3,1,04/28/2006,5,Mrs,43,Mrs,4,1.669954921,Mrs,3,1,2,0,"(16.136, 32.102]",2,21,1,0,0,1,3
25,0,26,0,2,0,1,0,04/21/2002,4,Mr,31,Mr,2,0.40717863,Mr,1,1,2,0,"(16.136, 32.102]",2,26,0,0,0,1,2
25,0,7.925,0,3,1,1,0,10/05/2013,4,Miss,29,Miss,2,0.196715914,Miss,2,1,2,0,"(16.136, 32.102]",1,7.92,1,0,0,1,1
29,0,211.3375,0,1,1,0,1,07/26/2004,4,Miss,29,Miss,1,0.196715914,Miss,2,1,2,0,"(16.136, 32.102]",3,211.34,1,1,1,1,1
11,1,18.7875,0,3,0,0,0,07/25/2009,4,Mr,24,Mr,1,-0.329440873,Mr,1,1,1,0,"(0.0902, 16.136]",2,18.79,0,0,1,2,2
23,0,13,0,2,0,0,0,01/09/2011,3,Mr,26,Mr,1,-0.118978158,Mr,1,1,2,0,"(16.136, 32.102]",1,13,0,0,1,1,2
23,0,13,0,2,0,0,0,01/12/2009,5,Mr,28,Mr,1,0.091484557,Mr,1,1,2,0,"(16.136, 32.102]",1,13,0,0,1,1,2
28.5,0,16.1,0,3,0,0,0,12/06/2011,3,Mr,20,Mr,1,-0.750366304,Mr,1,1,2,0,"(16.136, 32.102]",2,16.1,0,0,1,1,2
48,0,34.375,3,3,1,1,0,09/18/2009,5,Mrs,39,Mrs,5,1.24902949,Mrs,3,1,4,0,"(32.102, 48.068]",3,34.38,1,0,0,1,3
35,1,512.3292,0,1,0,0,1,05/10/2011,5,Mr,22,Mr,1,-0.539903589,Mr,1,1,3,0,"(32.102, 48.068]",3,512.33,0,1,1,2,2
36,0,78.85,0,1,0,1,0,10/23/2005,4,Mr,29,Mr,2,0.196715914,Mr,1,1,3,0,"(32.102, 48.068]",3,78.85,0,1,0,1,2
21,1,262.375,2,1,1,2,1,08/21/2013,4,Miss,37,Miss,5,1.038566775,Miss,2,1,2,0,"(16.136, 32.102]",3,262.38,1,1,0,2,1
24,0,16.1,0,3,0,1,0,06/22/2001,4,Mr,17,Mr,2,-1.066060377,Mr,1,1,2,0,"(16.136, 32.102]",2,16.1,0,0,0,1,2
31,0,7.925,0,3,0,0,1,02/06/2006,5,Mr,18,Mr,1,-0.960829019,Mr,1,1,2,0,"(16.136, 32.102]",1,7.92,0,0,1,1,2
70,0,71,1,1,0,1,0,09/14/2004,3,Capt,28,Officer,3,0.091484557,Rare,5,1,5,0,"(64.034, 80.0]",3,71,0,1,0,1,4
16,0,20.25,1,3,0,1,0,06/07/2015,4,Mr,27,Mr,3,-0.013746801,Mr,1,1,2,0,"(0.0902, 16.136]",2,20.25,0,0,0,1,2
30,0,13,0,2,1,0,1,11/02/2010,5,Miss,21,Miss,1,-0.645134946,Miss,2,1,2,0,"(16.136, 32.102]",1,13,1,0,1,1,1
19,0,53.1,0,1,0,1,0,06/30/2004,4,Mr,25,Mr,2,-0.224209516,Mr,1,1,2,0,"(16.136, 32.102]",3,53.1,0,1,0,1,2
31,2,7.75,0,3,0,0,0,11/07/2002,3,Mr,23,Mr,1,-0.434672231,Mr,1,1,2,0,"(16.136, 32.102]",0,7.75,0,0,1,3,2
4,0,23,1,2,1,1,1,07/21/2004,4,Miss,17,Miss,3,-1.066060377,Miss,2,1,1,0,"(0.0902, 16.136]",2,23,1,0,0,1,1
6,0,12.475,1,3,0,0,1,06/24/2012,3,Master,19,Master,2,-0.855597661,Master,4,0,1,0,"(0.0902, 16.136]",1,12.47,0,1,0,1,0
33,0,9.5,0,3,0,0,0,09/22/2006,4,Mr,32,Mr,1,0.512409987,Mr,1,1,3,0,"(32.102, 48.068]",1,9.5,0,0,1,1,2
23,0,7.8958,0,3,0,0,0,12/11/2004,4,Mr,18,Mr,1,-0.960829019,Mr,1,1,2,0,"(16.136, 32.102]",0,7.9,0,0,1,1,2
48,0,65,2,2,1,1,1,07/29/2001,2,Mrs,32,Mrs,4,0.512409987,Mrs,3,1,4,0,"(32.102, 48.068]",3,65,1,0,0,1,3
0.67,0,14.5,1,2,0,1,1,07/19/2005,4,Master,25,Master,3,-0.224209516,Master,4,0,1,0,"(0.0902, 16.136]",2,14.5,0,0,0,1,0
28,0,7.7958,0,3,0,0,0,02/27/2005,2,Mr,28,Mr,1,0.091484557,Mr,1,1,2,0,"(16.136, 32.102]",0,7.8,0,0,1,1,2
18,0,11.5,0,2,0,0,0,09/20/2002,2,Mr,24,Mr,1,-0.329440873,Mr,1,1,2,0,"(16.136, 32.102]",1,11.5,0,0,1,1,2
34,0,8.05,0,3,0,0,0,10/12/2009,4,Mr,28,Mr,1,0.091484557,Mr,1,1,3,0,"(32.102, 48.068]",1,8.05,0,0,1,1,2
33,0,86.5,0,1,1,0,1,09/13/2008,4,the Countess,56,Royalty,1,3.037962569,Rare,5,1,3,0,"(32.102, 48.068]",3,86.5,1,1,1,1,4
41,0,7.125,0,3,0,0,0,04/07/2007,4,Mr,30,Mr,1,0.301947272,Mr,1,1,3,0,"(32.102, 48.068]",0,7.12,0,0,1,1,2
20,1,7.2292,0,3,0,0,1,03/03/2003,4,Mr,21,Mr,1,-0.645134946,Mr,1,1,2,0,"(16.136, 32.102]",0,7.23,0,0,1,2,2
36,0,120,2,1,1,1,1,12/09/2010,5,Mrs,41,Mrs,4,1.459492206,Mrs,3,1,3,0,"(32.102, 48.068]",3,120,1,1,0,1,3
16,0,7.775,0,3,0,0,0,07/02/2015,4,Mr,22,Mr,1,-0.539903589,Mr,1,1,2,0,"(0.0902, 16.136]",0,7.78,0,0,1,1,2
51,0,77.9583,0,1,1,1,1,05/15/2010,4,Mrs,36,Mrs,2,0.933335418,Mrs,3,1,4,0,"(48.068, 64.034]",3,77.96,1,1,0,1,3
30.5,2,7.75,0,3,1,0,0,10/12/2001,3,Miss,18,Miss,1,-0.960829019,Miss,2,1,2,0,"(16.136, 32.102]",0,7.75,1,0,1,3,1
32,0,8.3625,0,3,0,0,0,10/18/2008,4,Mr,32,Mr,1,0.512409987,Mr,1,1,3,0,"(16.136, 32.102]",1,8.36,0,0,1,1,2
24,0,9.5,0,3,0,0,0,03/31/2007,4,Mr,22,Mr,1,-0.539903589,Mr,1,1,2,0,"(16.136, 32.102]",1,9.5,0,0,1,1,2
48,0,7.8542,0,3,0,0,0,02/10/2003,5,Mr,23,Mr,1,-0.434672231,Mr,1,1,4,0,"(32.102, 48.068]",0,7.85,0,0,1,1,2
57,0,10.5,0,2,1,0,0,11/22/2012,5,Mrs,17,Mrs,1,-1.066060377,Mrs,3,1,4,0,"(48.068, 64.034]",1,10.5,1,1,1,1,3
54,0,23,3,2,1,1,1,11/29/2002,4,Mrs,37,Mrs,5,1.038566775,Mrs,3,1,4,0,"(48.068, 64.034]",2,23,1,0,0,1,3
18,0,7.75,0,3,0,0,0,07/05/2007,4,Mr,39,Mr,1,1.24902949,Mr,1,1,2,0,"(16.136, 32.102]",0,7.75,0,0,1,1,2
5,0,12.475,0,3,1,0,1,02/08/2009,4,Miss,29,Miss,1,0.196715914,Miss,2,1,1,0,"(0.0902, 16.136]",1,12.47,1,0,1,1,1
43,0,211.3375,1,1,1,0,1,10/06/2004,4,Mrs,53,Mrs,2,2.722268497,Mrs,3,1,3,0,"(32.102, 48.068]",3,211.34,1,1,0,1,3
13,1,7.2292,0,3,1,0,1,03/28/2009,4,Miss,20,Miss,1,-0.750366304,Miss,2,1,1,0,"(0.0902, 16.136]",0,7.23,1,0,1,2,1
17,0,57,0,1,1,1,1,02/28/2011,5,Mrs,41,Mrs,2,1.459492206,Mrs,3,1,2,0,"(16.136, 32.102]",3,57,1,1,0,1,3
29,0,30,0,1,0,0,0,11/18/2011,3,Mr,22,Mr,1,-0.539903589,Mr,1,1,2,0,"(16.136, 32.102]",2,30,0,1,1,1,2
25,0,7.05,0,3,0,0,0,11/07/2007,3,Mr,16,Mr,1,-1.171291734,Mr,1,1,2,0,"(16.136, 32.102]",0,7.05,0,0,1,1,2
25,0,7.25,0,3,0,0,0,01/19/2006,3,Mr,34,Mr,1,0.722872702,Mr,1,1,2,0,"(16.136, 32.102]",0,7.25,0,0,1,1,2
18,0,7.4958,0,3,1,0,1,02/08/2009,4,Miss,25,Miss,1,-0.224209516,Miss,2,1,2,0,"(16.136, 32.102]",0,7.5,1,0,1,1,1
8,2,29.125,1,3,0,4,0,01/31/2008,3,Master,25,Master,6,-0.224209516,Master,4,0,1,0,"(0.0902, 16.136]",2,29.12,0,0,0,3,0
1,0,20.575,2,3,0,1,1,06/09/2006,4,Master,26,Master,4,-0.118978158,Master,4,0,1,0,"(0.0902, 16.136]",2,20.57,0,0,0,1,0
46,1,79.2,0,1,0,0,0,01/12/2007,4,Mr,24,Mr,1,-0.329440873,Mr,1,1,3,0,"(32.102, 48.068]",3,79.2,0,1,1,2,2
16,0,26,0,2,0,0,0,09/29/2006,4,Mr,19,Mr,1,-0.855597661,Mr,1,1,2,0,"(0.0902, 16.136]",2,26,0,0,1,1,2
25,0,7.8958,0,3,0,0,0,05/01/2013,4,Mr,21,Mr,1,-0.645134946,Mr,1,1,2,0,"(16.136, 32.102]",0,7.9,0,0,1,1,2
39,0,13,0,2,0,0,0,08/04/2015,5,Mr,18,Mr,1,-0.960829019,Mr,1,1,3,0,"(32.102, 48.068]",1,13,0,0,1,1,2
49,0,25.9292,0,1,1,0,1,10/21/2012,4,Dr,27,Officer,1,-0.013746801,Rare,5,1,4,0,"(48.068, 64.034]",2,25.93,1,1,1,1,4
31,0,8.6833,0,3,1,0,1,01/01/2002,3,Mrs,16,Mrs,1,-1.171291734,Mrs,3,1,2,0,"(16.136, 32.102]",1,8.68,1,0,1,1,3
30,1,7.2292,0,3,0,0,0,11/04/2009,3,Mr,28,Mr,1,0.091484557,Mr,1,1,2,0,"(16.136, 32.102]",0,7.23,0,0,1,2,2
30,0,24.15,1,3,1,1,0,08/30/2005,5,Mrs,52,Mrs,3,2.617037139,Mrs,3,1,2,0,"(16.136, 32.102]",2,24.15,1,0,0,1,3
34,0,13,0,2,0,0,0,08/04/2003,4,Mr,20,Mr,1,-0.750366304,Mr,1,1,3,0,"(32.102, 48.068]",1,13,0,0,1,1,2
31,0,26.25,1,2,1,1,1,08/01/2010,3,Mrs,43,Mrs,3,1.669954921,Mrs,3,1,2,0,"(16.136, 32.102]",2,26.25,1,0,0,1,3
11,0,120,2,1,0,1,1,01/23/2012,5,Master,35,Master,4,0.82810406,Master,4,0,1,0,"(0.0902, 16.136]",3,120,0,1,0,1,0
0.42,1,8.5167,1,3,0,0,1,07/05/2013,3,Master,31,Master,2,0.40717863,Master,4,0,1,0,"(0.0902, 16.136]",1,8.52,0,0,0,2,0
27,0,6.975,0,3,0,0,1,12/10/2013,5,Mr,23,Mr,1,-0.434672231,Mr,1,1,2,0,"(16.136, 32.102]",0,6.97,0,0,1,1,2
31,0,7.775,0,3,0,0,0,04/21/2013,4,Mr,25,Mr,1,-0.224209516,Mr,1,1,2,0,"(16.136, 32.102]",0,7.78,0,0,1,1,2
39,0,0,0,1,0,0,0,09/12/2015,3,Mr,22,Mr,1,-0.539903589,Mr,1,1,3,0,"(32.102, 48.068]",0,0,0,1,1,1,2
